,KM Driven,Fuel Type,Transmission Type,Ownership,Price(in Lakhs),Brand,Model_Only,Car Age
5134,120000,Petrol,Manual,1,0.89,Chevrolet,Spark,15
5135,100000,Petrol,Manual,1,6.0,Hyundai,AURA,5
5136,240000,Diesel,Manual,1,1.86,Tata,Manza,15
5137,180000,Petrol,Manual,1,1.4,Chevrolet,Beat,14
5138,8060,Petrol,Manual,1,5.0,Renault,Kwid,1
5139,100000,Petrol,Manual,4,6.08,Honda,BR-V,9
5140,130000,Diesel,Manual,3,2.95,Skoda,Laura,14
5141,120000,Petrol,Manual,4,4.1,Honda,Amaze,9
5142,290000,Diesel,Manual,2,9.0,Hyundai,Creta,9
5143,13490,Diesel,Auto,1,21.36,Hyundai,Creta,1
5144,43430,Petrol,Manual,2,4.24,Honda,Brio,10
5145,48950,Petrol,Manual,2,7.98,Maruti,S Cross,3
5146,110000,Petrol,Manual,3,2.85,Maruti,Wagon R 1.0,13
5147,160000,Diesel,Auto,3,6.0,Skoda,Octavia,12
5148,150000,Petrol,Manual,4,3.77,Volkswagen,Polo,15
5149,160000,Diesel,Manual,3,3.4,Maruti,Swift,10
5150,31310,Diesel,Manual,1,22.0,MG,HECTOR PLUS,2
5151,54960,Diesel,Manual,1,16.0,MG,HECTOR,5
5152,140000,Diesel,Manual,1,4.03,Ford,Figo Aspire,10
5153,200000,Diesel,Manual,2,8.5,Tata,Hexa,8
5154,100000,Diesel,Auto,2,8.0,Skoda,Rapid,7
5155,150000,Diesel,Auto,3,8.5,Mercedes,Benz E Class,14
5156,68940,Petrol,Auto,1,11.5,MG,HECTOR,5
5157,13970,Hybrid,Auto,1,19.5,Honda,City,1
5158,23720,Diesel,Manual,1,20.28,MG,HECTOR PLUS,5
5159,170000,Diesel,Manual,2,5.09,Toyota,Innova,14
5160,160000,Diesel,Manual,4,4.72,Renault,Lodgy,10
5161,160000,Diesel,Manual,3,11.0,Jeep,Compass,8
5162,52300,Diesel,Auto,2,41.97,Mercedes,Benz E Class,7
5163,110000,Diesel,Auto,1,11.34,Tata,Hexa,7
5164,65129,Diesel,Auto,3,24.0,BMW,3 Series,7
5165,8660,Petrol,Manual,1,8.42,KIA,SONET,1
5166,82000,Petrol,Manual,3,2.82,Hyundai,Grand i10,10
5167,120000,Diesel,Manual,2,1.8,Hyundai,Verna,13
5168,35920,Petrol,Manual,1,5.47,Maruti,Baleno,5
5169,70000,Diesel,Manual,4,1.11,Hyundai,Grand i10,10
5170,180000,Petrol,Manual,5,1.96,Maruti,Wagon R 1.0,10
5171,38140,Petrol,Manual,1,2.0,Renault,Kwid,7
5172,130000,Petrol,Manual,1,3.6,Honda,Amaze,11
5173,71070,Petrol,Manual,1,4.24,Hyundai,Verna,10
5174,120000,Petrol,Manual,2,0.99,Hyundai,i20,14
5175,82030,Petrol,Manual,1,3.64,Maruti,Baleno,8
5176,98830,Diesel,Manual,2,1.18,Volkswagen,Polo,13
5177,51630,Petrol,Auto,1,3.25,Maruti,Celerio,8
5178,66560,Petrol,Manual,1,4.03,Honda,WR-V,8
5179,38490,Petrol,Manual,1,0.93,Tata,Manza,15
5180,120000,Diesel,Manual,1,1.35,Chevrolet,Sail,12
5181,36880,Petrol,Manual,1,4.9,Nissan,MAGNITE,4
5182,110000,Diesel,Manual,1,3.81,Maruti,Swift,7
5183,88070,Diesel,Manual,1,2.42,Volkswagen,Vento,13
5184,170000,Diesel,Manual,1,3.72,Hyundai,i20 Active,10
5185,99140,Diesel,Manual,1,1.2,Ford,Figo,11
5186,250000,Diesel,Manual,1,1.25,Chevrolet,Sail,12
5187,130000,Petrol,Manual,1,3.45,Hyundai,Xcent,9
5188,57700,Petrol,Manual,1,7.84,Tata,TIGOR,3
5189,150000,Petrol,Manual,1,2.99,Hyundai,Xcent,10
5190,52050,Petrol,Manual,1,2.67,Maruti,Alto K10,7
5191,120000,Petrol,Manual,1,2.5,Maruti,Alto 800,9
5192,100000,Diesel,Manual,3,6.44,Maruti,Ertiga,9
5193,4290,Petrol,Auto,1,6.6,Nissan,MAGNITE,1
5194,60340,Petrol,Auto,2,2.06,Honda,Civic,15
5195,41390,Petrol,Manual,2,2.35,Volkswagen,Polo,12
5196,400000,Petrol,Manual,2,4.2,Tata,Tiago,5
5197,51960,Petrol,Manual,1,5.4,Hyundai,GRAND I10 NIOS,4
5198,210000,Diesel,Manual,2,2.23,Renault,Duster,12
5199,98440,Diesel,Auto,1,6.84,Volkswagen,Vento,8
5200,52640,Petrol,Auto,1,4.15,Maruti,Baleno,9
5201,29660,Petrol,Manual,1,2.0,Datsun,Redi Go,6
5202,63600,Petrol,Manual,1,6.0,Tata,Tiago,3
5203,57910,Petrol,Manual,1,7.44,Tata,NEXON,4
5204,80560,Petrol,Manual,4,0.96,Hyundai,Santro Xing,14
5205,76620,Petrol,Manual,3,0.99,Maruti,Alto,15
5206,78500,Petrol,Auto,1,2.69,Skoda,Superb,14
5207,87000,Diesel,Manual,1,2.15,Chevrolet,Enjoy,12
5208,180000,Petrol,Manual,6,1.3,Maruti,Eeco,15
5209,78000,Diesel,Manual,1,2.0,Chevrolet,Beat,8
5210,97480,Petrol,Manual,2,2.67,Ford,New Figo,10
5211,73500,Petrol,Manual,3,1.0,Maruti,Wagon R 1.0,15
5212,130000,Petrol,Manual,3,0.9,Maruti,Alto,15
5213,750000,Petrol,Manual,1,7.0,Toyota,URBAN CRUISER,3
5214,90780,Diesel,Manual,1,4.5,Ford,Ecosport,8
5215,36890,Petrol,Manual,1,3.69,Maruti,Wagon R 1.0,8
5216,120000,Petrol,Manual,1,2.0,Maruti,Wagon R 1.0,13
5217,53390,Petrol,Manual,1,3.86,Datsun,Go Plus,6
5218,21860,Petrol,Manual,1,5.71,Tata,ALTROZ,3
5219,74850,Petrol,Manual,1,2.75,Mahindra,KUV 100 NXT,7
5220,130000,Petrol,Manual,1,5.13,Honda,Amaze,5
5221,88000,Petrol,Manual,1,5.83,Maruti,Baleno,2
5222,57610,Petrol,Manual,1,1.42,Maruti,Alto,15
5223,63040,Petrol,Manual,1,3.08,Maruti,Eeco,7
5224,120000,Petrol,Manual,1,2.31,Maruti,Alto 800,9
5225,35110,Petrol,Manual,2,5.64,Maruti,Baleno,4
5226,6690,Petrol,Auto,1,7.0,Tata,TIGOR,3
5227,95620,Diesel,Manual,2,10.22,Maruti,Ertiga,6
5228,150000,Diesel,Manual,1,3.66,Volkswagen,Vento,11
5229,100000,Diesel,Manual,1,7.6,Jeep,Compass,8
5230,94740,Petrol,Manual,2,4.91,Maruti,Ciaz,10
5231,93300,Petrol,Manual,4,0.85,Maruti,Alto,15
5232,25200,Petrol,Manual,1,5.72,Nissan,MAGNITE,4
5233,190000,Petrol,Manual,1,5.19,Volkswagen,Vento,9
5234,62250,Diesel,Manual,2,2.88,Toyota,Corolla Altis,14
5235,110000,Diesel,Manual,2,3.93,Mahindra,XUV500,12
5236,110000,Diesel,Manual,3,2.67,Renault,Duster,13
5237,100000,Petrol,Auto,1,5.52,Volkswagen,Vento,7
5238,180000,Diesel,Manual,1,3.0,Nissan,Terrano,12
5239,110000,Diesel,Manual,3,9.45,Mahindra,XUV500,7
5240,67220,Petrol,Manual,1,2.5,Toyota,Etios Liva,12
5241,60950,Petrol,Manual,1,5.49,Tata,NEXON,6
5242,27500,Petrol,Auto,1,17.15,Mahindra,XUV700,4
5243,61940,Petrol,Manual,1,2.5,Maruti,Alto 800,7
5244,35990,Petrol,Manual,1,10.52,Maruti,XL6,3
5245,140000,Diesel,Manual,3,4.21,Toyota,Innova,9
5246,86110,Petrol,Auto,2,6.6,Honda,City,8
5247,21860,Diesel,Manual,1,15.5,Mahindra,SCORPIO-N,2
5248,83200,Diesel,Manual,1,6.0,Maruti,Ertiga,8
5249,31630,Diesel,Manual,1,12.98,KIA,SELTOS,3
5250,47870,Diesel,Manual,1,12.0,Mahindra,Thar,4
5251,51510,Petrol,Manual,1,5.31,Tata,Tiago,2
5252,200000,Petrol,Manual,1,4.95,Honda,City,9
5253,130000,Petrol,Manual,1,4.67,Hyundai,NEW SANTRO,7
5254,39640,Petrol,Manual,1,5.89,Honda,WR-V,7
5255,170000,Diesel,Auto,1,9.9,Volkswagen,Passat,8
5256,98560,Petrol,Auto,2,5.0,Honda,CRV,11
5257,15830,Petrol,Manual,1,5.6,Renault,Kiger,2
5258,240000,Diesel,Manual,1,4.12,Maruti,S Cross,9
5259,10150,Petrol,Manual,1,17.5,Hyundai,Creta,1
5260,85940,Petrol,Manual,1,2.61,Renault,Kwid,7
5261,72570,Diesel,Manual,1,3.4,Hyundai,Verna,12
5262,20820,Diesel,Manual,1,14.3,Hyundai,Creta,3
5263,29830,Petrol,Manual,1,8.88,Hyundai,VENUE,1
5264,130000,Diesel,Auto,2,9.0,Audi,Q3,11
5265,30190,Diesel,Manual,1,14.65,KIA,SELTOS,3
5266,53050,Hybrid,Auto,1,15.1,Maruti,Grand Vitara,2
5267,120000,Diesel,Manual,1,11.0,KIA,SELTOS,3
5268,8440,Diesel,Manual,1,10.5,KIA,SELTOS,5
5269,220000,Diesel,Manual,2,4.5,Toyota,Innova,12
5270,80560,Diesel,Auto,1,18.35,KIA,SELTOS,2
5271,100000,Diesel,Auto,4,6.4,Audi,Q5,12
5272,50100,Diesel,Manual,1,9.1,KIA,SONET,4
5273,82800,Petrol,Manual,3,6.9,Hyundai,Creta,10
5274,83670,Diesel,Manual,1,3.92,Mahindra,XUV500,13
5275,120000,Diesel,Manual,3,5.72,Tata,Safari Storme,8
5276,400000,Diesel,Manual,2,5.0,Toyota,Innova,12
5277,170000,Diesel,Auto,2,10.86,Volkswagen,Passat,8
5278,37560,Diesel,Manual,1,14.49,KIA,SELTOS,2
5279,63910,Petrol,Manual,2,3.94,Maruti,Eeco,5
5280,220000,Diesel,Manual,1,6.0,Mahindra,MARAZZO,7
5281,18180,Petrol,Auto,1,34.71,Skoda,Kodiaq,2
5282,26170,Diesel,Manual,1,7.34,Tata,ALTROZ,2
5283,110000,Diesel,Auto,1,38.0,Porsche,Cayenne,8
5284,75200,Electric,Auto,1,8.0,Tata,TIAGO EV,2
5285,150000,Diesel,Manual,1,4.4,Volkswagen,Jetta,12
5286,39420,Petrol,Manual,2,2.73,Ford,Figo,11
5287,64989,Petrol,Manual,4,3.5,Maruti,Celerio,6
5288,59460,Petrol,Manual,1,4.0,Hyundai,Elite i20,10
5289,130000,Petrol,Manual,2,0.66,Maruti,Alto,15
5290,35460,Petrol,Manual,1,3.63,Toyota,Etios,10
5291,11160,Petrol,Manual,1,7.4,Hyundai,EXTER,1
5292,45840,Petrol,Manual,2,2.6,Maruti,Alto 800,8
5293,75850,Petrol,Manual,3,1.6,Hyundai,i10,13
5294,170000,Diesel,Manual,1,4.0,Maruti,Swift Dzire,10
5295,660000,Petrol,Auto,3,1.55,Tata,Nano,8
5296,130000,Petrol,Auto,3,1.15,Toyota,Corolla,20
5297,76970,Electric,Auto,1,14.11,Tata,NEXON EV,2
5298,84920,Petrol,Manual,2,5.42,Hyundai,Verna,9
5299,200000,Diesel,Manual,2,3.33,Volkswagen,Polo,11
5300,210000,Diesel,Manual,2,15.54,Toyota,Innova Crysta,7
5301,48800,Petrol,Manual,2,2.39,Hyundai,Eon,8
5302,31440,Petrol,Manual,1,7.57,Honda,City,6
5303,110000,Petrol,Auto,3,6.23,Volkswagen,Polo,10
5304,84460,Petrol,Manual,3,3.53,Maruti,Swift,12
5305,110000,Petrol,Manual,1,4.1,Maruti,Wagon R 1.0,11
5306,180000,Diesel,Manual,2,1.49,Volkswagen,Vento,14
5307,120000,Petrol,Manual,1,4.47,Hyundai,NEW SANTRO,6
5308,11780,Petrol,Manual,2,8.37,KIA,SONET,2
5309,120000,Petrol,Auto,1,3.2,Tata,TIGOR,7
5310,87680,Diesel,Auto,2,15.0,BMW,5 Series,10
5311,78200,Diesel,Auto,4,10.69,BMW,X1,11
5312,240000,Diesel,Manual,1,3.55,Maruti,Swift Dzire,12
5313,51240,Petrol,Auto,2,6.18,Maruti,New Wagon-R,5
5314,45980,Petrol,Auto,2,4.3,Maruti,Celerio,8
5315,54800,Petrol,Manual,2,2.5,Maruti,Alto 800,10
5316,43150,Petrol,Auto,1,6.86,Honda,City,9
5317,81030,Petrol,Manual,2,3.09,Maruti,Wagon R 1.0,13
5318,64750,Petrol,Manual,1,7.0,Ford,Ecosport,6
5319,77760,Diesel,Auto,2,12.69,Mahindra,XUV500,7
5320,36950,Petrol,Auto,1,10.01,Tata,NEXON,2
5321,60780,Petrol,Manual,1,8.5,Maruti,Ciaz,4
5322,7310,Petrol,Manual,1,7.4,Maruti,Vitara Brezza,4
5323,46680,Petrol,Manual,1,8.21,Maruti,New Wagon-R,3
5324,190000,Diesel,Auto,2,17.04,Ford,Endeavour,8
5325,73170,Diesel,Manual,1,11.5,KIA,SELTOS,5
5326,110000,Petrol,Manual,1,6.89,Maruti,Ciaz,9
5327,35760,Petrol,Auto,1,11.5,KIA,SELTOS,5
5328,26890,Petrol,Auto,1,16.94,Skoda,SLAVIA,3
5329,81320,Petrol,Auto,1,12.0,MG,HECTOR,6
5330,95990,Petrol,Manual,1,10.5,Toyota,URBAN CRUISER,5
5331,190000,Diesel,Manual,1,10.13,Maruti,S Cross,7
5332,190000,Diesel,Manual,3,2.3,Maruti,Swift Dzire,11
5333,140000,Diesel,Manual,2,5.36,Mahindra,XUV500,9
5334,120000,Petrol,Manual,3,2.5,Honda,Brio,8
5335,120000,Diesel,Manual,4,3.1,Maruti,Swift,10
5336,67640,Petrol,Manual,3,2.27,Hyundai,Grand i10,11
5337,140000,Petrol,Manual,4,0.88,Maruti,Wagon R 1.0,15
5338,49690,Petrol,Manual,1,3.0,Maruti,Swift,12
5339,67430,Petrol,Manual,1,2.31,Maruti,Celerio,11
5340,42960,Petrol,Manual,1,6.29,Tata,Tiago,3
5341,76290,Diesel,Manual,2,4.19,Maruti,Ciaz,9
5342,160000,Diesel,Manual,1,3.75,Mahindra,TUV300,8
5343,120000,Petrol,Manual,5,1.18,Maruti,Alto 800,13
5344,62540,Petrol,Manual,2,5.35,Hyundai,NEW I20,4
5345,92130,Diesel,Manual,1,3.13,Maruti,Swift,12
5346,35260,Petrol,Manual,1,6.63,Tata,NEXON,3
5347,110000,Diesel,Manual,3,2.61,Maruti,Swift,11
5348,54750,Petrol,Manual,1,1.63,Hyundai,i10,15
5349,40160,Petrol,Manual,2,5.0,Maruti,Swift,6
5350,150000,Diesel,Manual,1,6.15,Maruti,Vitara Brezza,8
5351,120000,Diesel,Manual,4,2.67,Hyundai,Grand i10,8
5352,130000,Diesel,Manual,2,3.9,Maruti,Swift,8
5353,110000,Diesel,Manual,2,0.99,Tata,Indigo ECS,11
5354,150000,Diesel,Manual,4,3.54,Honda,City,9
5355,130000,Diesel,Manual,3,3.31,Maruti,Swift Dzire,10
5356,100000,Diesel,Manual,3,1.28,Volkswagen,Polo,14
5357,200000,Diesel,Auto,2,2.75,Skoda,Rapid,11
5358,18720,Petrol,Manual,1,6.85,Hyundai,GRAND I10 NIOS,1
5359,110000,Diesel,Manual,1,3.0,Ford,Ecosport,10
5360,140000,Diesel,Manual,1,5.5,Hyundai,Elite i20,6
5361,180000,Diesel,Manual,1,4.16,Nissan,Terrano,9
5362,210000,Diesel,Auto,4,8.06,Toyota,Fortuner,10
5363,160000,Diesel,Auto,1,9.85,KIA,SELTOS,5
5364,160000,Diesel,Manual,1,3.33,Mahindra,XUV500,12
5365,90280,Diesel,Auto,2,12.5,Hyundai,Tucson,7
5366,140000,Diesel,Auto,3,7.58,Audi,A4,12
5367,160000,Diesel,Manual,4,3.0,Hyundai,Elite i20,10
5368,99390,Petrol,Manual,2,2.19,Hyundai,i20,14
5369,110000,Petrol,Manual,1,2.5,Renault,Kwid,7
5370,80880,Petrol,Manual,3,2.06,Maruti,Swift Dzire,14
5371,140000,Petrol,Manual,1,6.5,Maruti,Baleno,5
5372,77510,Petrol,Manual,3,1.5,Hyundai,i10,15
5373,89550,Petrol,Manual,3,1.79,Hyundai,i10,14
5374,68360,Petrol,Manual,3,2.3,Hyundai,i10,11
5375,40950,Petrol,Manual,1,2.0,Maruti,Alto K10,12
5376,160000,Petrol,Manual,4,1.5,Hyundai,i20,14
5377,150000,Diesel,Manual,3,1.25,Chevrolet,Beat,12
5378,96030,Petrol,Manual,4,3.63,Volkswagen,Polo,11
5379,130000,Petrol,Manual,5,2.67,Toyota,Etios,14
5380,66160,Petrol,Manual,1,4.89,Maruti,Wagon R 1.0,7
5381,170000,Diesel,Manual,4,2.5,Skoda,Rapid,13
5382,120000,Petrol,Auto,2,5.3,Hyundai,Grand i10,8
5383,100000,Diesel,Manual,2,6.96,Maruti,Swift Dzire,8
5384,150000,Diesel,Manual,3,4.8,Honda,City,10
5385,200000,Diesel,Manual,2,4.0,Hyundai,Verna,13
5386,220000,Diesel,Manual,1,11.5,Tata,Harrier,5
5387,27050,Petrol,Manual,2,6.5,Honda,WR-V,8
5388,130000,Petrol,Manual,1,5.9,Hyundai,Xcent,6
5389,40300,Diesel,Manual,1,13.0,Mahindra,Thar,2
5390,120000,Petrol,Manual,2,5.72,Maruti,S PRESSO,5
5391,59670,Diesel,Manual,2,6.5,Mahindra,MARAZZO,5
5392,140000,Diesel,Manual,1,5.2,Tata,Zest,6
5393,250000,Diesel,Manual,2,3.9,Toyota,Etios,13
5394,100000,Diesel,Auto,1,13.0,KIA,SONET,4
5395,82310,Diesel,Manual,1,10.07,Hyundai,Creta,7
5396,220000,Diesel,Manual,2,3.6,Hyundai,Verna,14
5397,110000,Petrol,Manual,3,8.5,Maruti,Dzire,4
5398,110000,Diesel,Manual,1,11.66,KIA,SONET,4
5399,30000,Electric,Auto,1,10.0,Tata,PUNCH EV,1
5400,140000,Petrol,Manual,1,5.75,Volkswagen,Polo,9
5401,130000,Petrol,Manual,2,2.25,Hyundai,Eon,13
5402,110000,Petrol,Manual,1,3.95,Tata,Tiago,6
5403,56520,Petrol,Manual,1,3.2,Datsun,Go Plus,9
5404,47120,Petrol,Manual,1,3.25,Hyundai,Grand i10,9
5405,72970,Petrol,Manual,3,2.3,Hyundai,Eon,10
5406,150000,Diesel,Manual,1,1.43,Tata,Indica EV2,9
5407,94960,Petrol,Manual,2,2.24,Maruti,Zen Estilo,15
5408,120000,Petrol,Auto,1,20.46,Skoda,Octavia,4
5409,140000,Diesel,Manual,3,3.42,Honda,Amaze,8
5410,87860,Diesel,Manual,3,1.19,Chevrolet,Sail UVA,12
5411,110000,Diesel,Manual,3,1.74,Maruti,Ritz,14
5412,100000,Diesel,Manual,3,1.98,Fiat,Grand Punto,12
5413,95570,Petrol,Manual,1,6.0,Ford,Ecosport,5
5414,210000,Diesel,Manual,1,3.19,Volkswagen,Vento,14
5415,60330,Petrol,Manual,2,6.26,Renault,TRIBER,3
5416,67780,Diesel,Auto,1,8.0,Tata,NEXON,4
5417,100000,Diesel,Auto,1,11.4,Hyundai,Creta,6
5418,70730,Diesel,Manual,1,9.0,Hyundai,NEW I20,3
5419,260000,Diesel,Auto,3,8.5,Landrover,Freelander 2,12
5420,69460,Petrol,Auto,2,6.73,Ford,Ecosport,7
5421,140000,Diesel,Manual,1,7.66,Nissan,Kicks,6
5422,69050,Petrol,Auto,1,29.5,Audi,A4,4
5423,130000,Diesel,Auto,1,18.0,CITROEN,C5 AIRCROSS,4
5424,53440,Diesel,Manual,1,4.0,Mahindra,XUV500,13
5425,31540,Petrol,Manual,1,6.4,Renault,TRIBER,4
5426,110000,Petrol,Manual,1,1.66,Maruti,Alto K10,14
5427,49150,Electric,Auto,1,11.44,Tata,NEXON EV,3
5428,110000,Petrol,Auto,2,4.3,Maruti,Dzire,8
5429,180000,Diesel,Manual,3,1.8,Maruti,Swift,15
5430,160000,Diesel,Manual,2,1.96,Ford,Classic,13
5431,67260,Diesel,Manual,1,18.79,Hyundai,ALCAZAR,2
5432,47460,Petrol,Manual,1,3.15,Hyundai,i20,13
5433,35440,Petrol,Manual,1,8.55,Hyundai,GRAND I10 NIOS,2
5434,120000,Diesel,Auto,3,15.01,Landrover,Freelander 2,10
5435,130000,Diesel,Manual,1,16.0,Hyundai,Creta,5
5436,35220,Petrol,Manual,1,7.51,Hyundai,VENUE,4
5437,71910,Diesel,Manual,2,14.21,Mahindra,XUV300,4
5438,47480,Petrol,Manual,1,5.0,Hyundai,GRAND I10 NIOS,4
5439,73220,Diesel,Auto,2,4.18,Skoda,Octavia,12
5440,86030,Diesel,Manual,2,5.14,Maruti,Vitara Brezza,8
5441,150000,Petrol,Manual,4,0.7,Maruti,Alto,14
5442,70400,Diesel,Manual,1,13.75,KIA,SELTOS,4
5443,160000,Diesel,Manual,3,2.68,Ford,Ecosport,12
5444,66030,Petrol,Auto,2,8.16,Hyundai,VENUE,5
5445,43640,Petrol,Manual,1,0.7,Chevrolet,Spark,15
5446,50940,Petrol,Manual,1,1.43,Hyundai,Eon,11
5447,170000,Diesel,Manual,3,2.09,Honda,Amaze,11
5448,45070,Petrol,Manual,1,1.11,Hyundai,Santro Xing,14
5449,63790,Petrol,Manual,1,1.36,Renault,Kwid,9
5450,170000,Diesel,Manual,1,2.61,Maruti,Swift,11
5451,120000,Diesel,Manual,1,1.5,Maruti,Swift Dzire,12
5452,100000,Petrol,Manual,2,2.4,Maruti,Celerio,9
5453,98200,Petrol,Manual,2,1.5,Hyundai,i10,13
5454,160000,Petrol,Manual,5,1.07,Hyundai,Santro Xing,13
5455,45280,Petrol,Manual,2,2.15,Maruti,Swift Dzire,12
5456,100000,Petrol,Manual,1,1.13,Maruti,Swift Dzire,14
5457,120000,Petrol,Manual,1,0.64,Hyundai,Santro Xing,15
5458,210000,Diesel,Manual,1,2.5,Maruti,Swift,11
5459,120000,Diesel,Manual,2,3.3,Mahindra,Bolero,11
5460,220000,Diesel,Manual,1,2.66,Honda,City,11
5461,78200,Petrol,Manual,4,0.85,Hyundai,Eon,13
5462,65000,Petrol,Manual,1,1.56,Honda,Civic,14
5463,110000,Diesel,Manual,1,4.35,Maruti,Vitara Brezza,9
5464,91010,Petrol,Manual,4,0.99,Maruti,Swift Dzire,15
5465,92520,Diesel,Manual,2,1.68,Toyota,Etios Liva,14
5466,100000,Petrol,Manual,1,2.25,Honda,Brio,11
5467,110000,Diesel,Manual,1,1.4,Maruti,Swift Dzire,15
5468,160000,Diesel,Manual,1,2.72,Skoda,Rapid,12
5469,150000,Diesel,Manual,1,1.13,Fiat,Grand Punto,12
5470,61020,Petrol,Manual,1,5.23,Honda,WR-V,8
5471,99410,Petrol,Manual,2,1.05,Hyundai,Santro Xing,13
5472,64420,Diesel,Manual,1,1.2,Maruti,Swift,15
5473,67880,Petrol,Manual,1,3.15,Maruti,Swift Dzire,12
5474,83630,Petrol,Manual,1,1.7,Honda,Amaze,10
5475,140000,Diesel,Manual,2,2.0,Maruti,Swift Dzire,12
5476,94420,Diesel,Manual,1,4.88,Maruti,Vitara Brezza,7
5477,68220,Diesel,Manual,1,1.49,Maruti,Swift,14
5478,65700,Diesel,Manual,1,1.85,Hyundai,Xcent,11
5479,72220,Diesel,Manual,1,3.8,Maruti,Swift Dzire,9
5480,70230,Petrol,Manual,1,2.0,Honda,Brio,12
5481,33960,Petrol,Manual,1,2.53,Maruti,Wagon R 1.0,11
5482,64569,Diesel,Manual,1,6.99,Mahindra,XUV500,8
5483,210000,Diesel,Manual,2,2.2,Toyota,Etios Liva,13
5484,150000,Diesel,Manual,3,2.16,Mahindra,Scorpio,14
5485,29230,Petrol,Auto,1,5.99,Hyundai,Elite i20,6
5486,130000,Diesel,Manual,3,3.53,Maruti,Swift,9
5487,92920,Petrol,Manual,3,3.5,Maruti,Swift Dzire,9
5488,92240,Petrol,Manual,1,5.68,Honda,City,8
5489,59960,Petrol,Manual,1,3.39,Hyundai,Grand i10,8
5490,24230,Petrol,Auto,1,6.6,Nissan,MAGNITE,1
5491,72690,Petrol,Manual,1,6.2,Honda,City,6
5492,88010,Petrol,Manual,1,2.0,Hyundai,i10,10
5493,110000,Diesel,Manual,2,3.24,Mahindra,TUV300,10
5494,130000,Diesel,Manual,1,3.3,Maruti,Swift,10
5495,120000,Petrol,Auto,1,1.82,Honda,City,14
5496,88420,Diesel,Manual,1,6.25,Skoda,Rapid,6
5497,76410,Diesel,Manual,3,3.57,Maruti,Ciaz,9
5498,57130,Petrol,Auto,1,14.38,Skoda,SLAVIA,2
5499,91390,Diesel,Manual,1,2.5,Mahindra,Kuv100,9
5500,88180,Petrol,Manual,1,2.44,Maruti,Celerio,10
5501,130000,Petrol,Manual,1,2.93,Hyundai,Grand i10,9
5502,190000,Diesel,Manual,1,3.1,Honda,City,10
5503,180000,Diesel,Manual,1,2.0,Honda,Amaze,11
5504,33630,Petrol,Manual,1,3.76,Hyundai,Grand i10,7
5505,69190,Petrol,Manual,2,4.1,Maruti,New Wagon-R,4
5506,43820,Petrol,Manual,1,4.38,Hyundai,GRAND I10 NIOS,6
5507,190000,Petrol,Manual,1,0.95,Maruti,Eeco,14
5508,27210,Petrol,Manual,1,5.34,Maruti,IGNIS,3
5509,78190,Diesel,Manual,1,4.58,Maruti,S Cross,8
5510,91720,Petrol,Manual,3,2.36,Maruti,Swift,11
5511,87660,Diesel,Manual,2,3.38,Mahindra,Scorpio,12
5512,7690,Petrol,Manual,1,5.68,Renault,TRIBER,6
5513,32740,Petrol,Auto,2,7.62,Tata,PUNCH,2
5514,130000,Diesel,Manual,1,2.4,Honda,Jazz,10
5515,340000,Petrol,Manual,2,3.0,Maruti,Swift Dzire,7
5516,49400,Petrol,Manual,1,3.57,Hyundai,Grand i10,7
5517,49270,Petrol,Manual,1,4.15,Hyundai,Xcent,7
5518,92020,Petrol,Manual,1,4.35,Hyundai,Elite i20,9
5519,53370,Diesel,Manual,2,16.12,Toyota,Innova Crysta,4
5520,81790,Diesel,Manual,1,6.5,Mahindra,BOLERO NEO,4
5521,64000,Diesel,Manual,1,10.5,Tata,NEXON,2
5522,53760,Petrol,Auto,1,6.0,Hyundai,GRAND I10 NIOS,3
5523,50490,Petrol,Manual,1,12.12,Maruti,Grand Vitara,2
5524,250000,Diesel,Manual,1,2.5,Maruti,Swift,11
5525,40860,Diesel,Auto,1,15.5,KIA,CARENS,3
5526,93020,Diesel,Manual,1,12.0,Mahindra,Thar,2
5527,100000,Diesel,Manual,1,9.5,KIA,SONET,5
5528,65319,Petrol,Manual,1,7.59,Toyota,Glanza,2
5529,18550,Petrol,Auto,1,17.21,Hyundai,Creta,1
5530,94920,Diesel,Manual,1,13.82,Mahindra,Thar,2
5531,70220,Diesel,Manual,1,9.4,Jeep,Compass,6
5532,6690,Petrol,Auto,1,18.87,KIA,SELTOS,2
5533,110000,Diesel,Manual,1,10.6,MG,HECTOR,4
5534,150000,Diesel,Manual,1,11.13,KIA,SELTOS,4
5535,17710,Hybrid,Auto,1,18.41,Maruti,Grand Vitara,1
5536,82310,Diesel,Manual,1,14.5,Tata,Harrier,3
5537,79480,Diesel,Manual,1,4.45,Mahindra,XUV500,11
5538,50820,Petrol,Auto,1,20.48,MG,HECTOR PLUS,2
5539,6130,Petrol,Manual,1,15.24,Skoda,SLAVIA,1
5540,120000,Diesel,Manual,1,4.87,Hyundai,i20 Active,7
5541,26480,Petrol,Manual,1,8.5,MG,ASTOR,3
5542,49670,Petrol,Manual,1,9.95,KIA,SELTOS,5
5543,5210,Petrol,Auto,1,8.65,Tata,ALTROZ,0
5544,12650,Diesel,Manual,1,10.5,Mahindra,BOLERO NEO,1
5545,44420,Petrol,Manual,1,5.95,Maruti,Baleno,4
5546,5830,Petrol,Auto,1,9.25,Tata,NEXON,3
5547,140000,Diesel,Manual,1,1.91,Hyundai,Grand i10,9
